trade_id,year,region1,region2,industry1,industry2,amount,total_materials_value,materials_count,unique_materials_factors,natural_resource/in_ground,materials_Metals,materials_Minerals,materials_Fossil,materials_Other_Materials,materials_intensity
5562,2019,IN,IN,GASWO,HOTEL,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7779,2019,IN,IN,NATU1,CHEM1,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,2019,IN,IN,ALUM1,HOTEL,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11996,2019,IN,IN,TRAN1,LEAD1,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3201,2019,IN,IN,EDUCA,CEREA,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9311,2019,IN,IN,PREC1,PROCE,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12341,2019,IN,IN,VEGE1,FABRI,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8703,2019,IN,IN,PETRO,PRINT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2186,2019,IN,IN,COKEO,NONME,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11221,2019,IN,IN,SANDC,MOTO1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10510,2019,IN,IN,RENTI,CEMEN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1264,2019,IN,IN,BLAST,COPP1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12517,2019,IN,IN,WASTE,COKEO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10511,2019,IN,IN,RENTI,CERAM,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1061,2019,IN,IN,BIOGA,REFI1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7415,2019,IN,IN,MEMBE,NONF1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2506,2019,IN,IN,CONST,COKEO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11392,2019,IN,IN,STONE,FABRI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9890,2019,IN,IN,RADIO,LEAD1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2662,2019,IN,IN,COPP1,HEALT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8605,2019,IN,IN,PAPER,SUGA1,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4405,2019,IN,IN,FABRI,COKEO,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12236,2019,IN,IN,TRANS,FISHF,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9118,2019,IN,IN,POSTT,INLAN,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5101,2019,IN,IN,FORES,LIQUE,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4873,2019,IN,IN,FOOD3,KERO1,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1385,2019,IN,IN,BUSIN,BRICK,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3119,2019,IN,IN,DISTR,LIGNI,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1015,2019,IN,IN,BIOGA,FISH5,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12144,2019,IN,IN,TRAN2,MEATC,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,2019,IN,IN,93197,PFERT,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3807,2019,IN,IN,ELEC5,BASIC,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13030,2019,IN,IN,WOODW,HEAVY,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4449,2019,IN,IN,FABRI,MEATC,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3681,2019,IN,IN,ELEC4,BITU1,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8182,2019,IN,IN,NONME,SALEM,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5743,2019,IN,IN,HEALT,CRUDE,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8348,2019,IN,IN,OFFIC,WHEAT,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9507,2019,IN,IN,PRIVA,CONST,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6568,2019,IN,IN,LEATH,NONF1,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6047,2019,IN,IN,INSUR,ELEC1,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10628,2019,IN,IN,RESEA,RETA1,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4975,2019,IN,IN,FOOD5,DAIRY,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8400,2019,IN,IN,OILSE,MOTOR,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4450,2019,IN,IN,FABRI,MEATP,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1068,2019,IN,IN,BIOGA,TEXTI,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4986,2019,IN,IN,FOOD5,GASDI,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12593,2019,IN,IN,WASTE,POULT,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4395,2019,IN,IN,FABRI,BKBPE,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10148,2019,IN,IN,RAWMI,PFERT,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9387,2019,IN,IN,PRINT,ELEC3,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5145,2019,IN,IN,FORES,SUPPO,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5117,2019,IN,IN,FORES,NONF1,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5972,2019,IN,IN,HOTEL,VEGE1,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3468,2019,IN,IN,ELEC2,KERO1,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4582,2019,IN,IN,FINAN,MEATP,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3738,2019,IN,IN,ELEC4,MEAT4,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8717,2019,IN,IN,PFERT,BIOGA,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2019,IN,IN,93197,BITU1,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9653,2019,IN,IN,PROCE,MOTO1,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11362,2019,IN,IN,SECO9,RENTI,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4130,2019,IN,IN,ELEC7,WASTE,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3747,2019,IN,IN,ELEC4,NATUR,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10378,2019,IN,IN,RECRE,MEDIC,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2215,2019,IN,IN,COKIN,ELECT,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8973,2019,IN,IN,PLAST,BKBPE,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4019,2019,IN,IN,ELEC6,RUBBE,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11571,2019,IN,IN,SUGAR,MACHI,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5912,2019,IN,IN,HOTEL,LEATH,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,2019,IN,IN,BASIC,DIST1,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5380,2019,IN,IN,FURNI,SUGA1,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,2019,IN,IN,AIRTR,MEAT1,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2182,2019,IN,IN,COKEO,GLASS,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11508,2019,IN,IN,SUGA1,SUGA1,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12531,2019,IN,IN,WASTE,ELEC2,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11494,2019,IN,IN,SUGA1,PFERT,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,2019,IN,IN,ANIMA,FISHF,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13086,2019,IN,IN,WOODW,VEGE1,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12193,2019,IN,IN,TRAN2,SUGA1,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4832,2019,IN,IN,FOOD3,CHARC,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7575,2019,IN,IN,MOTO1,WEARI,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1889,2019,IN,IN,CHEM1,ELEC1,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9045,2019,IN,IN,PLAST,REFIN,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5163,2019,IN,IN,FOUND,BIOG1,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7080,2019,IN,IN,MEATA,BITUM,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11020,2019,IN,IN,RUBBE,REFIN,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4031,2019,IN,IN,ELEC6,WASTE,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10791,2019,IN,IN,RETAI,BEVER,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,2019,IN,IN,AUXIL,PETRO,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10311,2019,IN,IN,RECRE,BEVER,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737,2019,IN,IN,BASIC,MEMBE,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1668,2019,IN,IN,CERAM,BEVER,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5551,2019,IN,IN,GASWO,ELECT,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3984,2019,IN,IN,ELEC6,MOTO1,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2421,2019,IN,IN,COMPU,CRUDE,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
872,2019,IN,IN,BIODI,LEAD1,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3759,2019,IN,IN,ELEC4,PFERT,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9359,2019,IN,IN,PRINT,BIODI,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9811,2019,IN,IN,PULP5,PUBLI,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9704,2019,IN,IN,PUBLI,CRUDE,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9011,2019,IN,IN,PLAST,LUBRI,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7109,2019,IN,IN,MEATA,PAPER,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7543,2019,IN,IN,MOTO1,PAPER,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5593,2019,IN,IN,GASWO,PRINT,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12581,2019,IN,IN,WASTE,NONSP,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12312,2019,IN,IN,VEGE1,93197,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1618,2019,IN,IN,CEMEN,HEAVY,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1394,2019,IN,IN,BUSIN,COKEO,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829,2019,IN,IN,BEVER,RESEA,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5161,2019,IN,IN,FOUND,BEVER,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7616,2019,IN,IN,MOTOR,ELEC5,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6926,2019,IN,IN,MACHI,RAWMI,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1475,2019,IN,IN,BUSIN,PULP5,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,2019,IN,IN,BEVER,SALEM,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9817,2019,IN,IN,PULP5,RENTI,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8299,2019,IN,IN,OFFIC,LANDT,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12524,2019,IN,IN,WASTE,CROPS,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,2019,IN,IN,CHEM1,ELEC2,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12678,2019,IN,IN,WEARI,FOOD5,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9731,2019,IN,IN,PUBLI,RADIO,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
973,2019,IN,IN,BIOG1,RUBBE,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
914,2019,IN,IN,BIOG1,BIOG1,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6144,2019,IN,IN,IRONO,CEMEN,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12502,2019,IN,IN,WASTE,BIOGA,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11718,2019,IN,IN,SUPPO,PARAF,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5801,2019,IN,IN,HEALT,PADDY,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8338,2019,IN,IN,OFFIC,SUGAR,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1176,2019,IN,IN,BITUM,GASDI,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12379,2019,IN,IN,VEGE1,POSTT,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9124,2019,IN,IN,POSTT,LEAD1,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2103,2019,IN,IN,COKE1,GASWO,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10877,2019,IN,IN,RETAI,PLANT,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3716,2019,IN,IN,ELEC4,FOUND,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12817,2019,IN,IN,WHEAT,PLAST,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4308,2019,IN,IN,ELECT,GASDI,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12624,2019,IN,IN,WASTE,VEGE1,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9144,2019,IN,IN,POSTT,NONF1,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4796,2019,IN,IN,FISHF,RESEA,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10232,2019,IN,IN,REALE,KERO1,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6497,2019,IN,IN,LEADZ,MOTO1,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6929,2019,IN,IN,MACHI,REFI1,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9440,2019,IN,IN,PRINT,PETRO,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2285,2019,IN,IN,COLLE,COKEO,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11630,2019,IN,IN,SUPPO,BIODI,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2557,2019,IN,IN,CONST,MEATC,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8281,2019,IN,IN,OFFIC,ELEC5,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4064,2019,IN,IN,ELEC7,FOOD3,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12122,2019,IN,IN,TRAN2,GASWO,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3456,2019,IN,IN,ELEC2,FOOD5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366,2019,IN,IN,OILSE,CONST,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4177,2019,IN,IN,ELEC8,FORES,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10002,2019,IN,IN,RAILW,INLAN,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4163,2019,IN,IN,ELEC8,CROPS,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8501,2019,IN,IN,PAPER,BITU1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5346,2019,IN,IN,FURNI,NONF1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3800,2019,IN,IN,ELEC4,WOODW,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2556,2019,IN,IN,CONST,MEATA,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12096,2019,IN,IN,TRAN2,COKEO,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10981,2019,IN,IN,RUBBE,LUBRI,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10314,2019,IN,IN,RECRE,BIOGA,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7317,2019,IN,IN,MEDIC,RAILW,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11791,2019,IN,IN,TEXTI,CROPS,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9745,2019,IN,IN,PULP5,AUXIL,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1543,2019,IN,IN,CATTL,KEROS,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5965,2019,IN,IN,HOTEL,SUGAR,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,2019,IN,IN,AUXIL,RETAI,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3561,2019,IN,IN,ELEC3,CEREA,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5231,2019,IN,IN,FOUND,PETRO,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6798,2019,IN,IN,LUBRI,MEDIC,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11380,2019,IN,IN,STONE,CERAM,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4836,2019,IN,IN,FOOD3,COKEO,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,2019,IN,IN,ANIMA,FOOD5,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12730,2019,IN,IN,WEARI,PROCE,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6824,2019,IN,IN,MACHI,ANIMA,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10204,2019,IN,IN,REALE,DAIRY,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4954,2019,IN,IN,FOOD5,AUXIL,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5098,2019,IN,IN,FORES,LEAD1,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7614,2019,IN,IN,MOTOR,ELEC3,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11617,2019,IN,IN,SUGAR,WEARI,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2549,2019,IN,IN,CONST,LIGNI,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3842,2019,IN,IN,ELEC5,FOOD5,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11432,2019,IN,IN,STONE,TRANS,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4911,2019,IN,IN,FOOD3,POULT,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12366,2019,IN,IN,VEGE1,NAPHT,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12418,2019,IN,IN,VEGET,CHARC,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4979,2019,IN,IN,FOOD5,FABRI,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2489,2019,IN,IN,CONST,BIODI,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10736,2019,IN,IN,RETA1,PARAF,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9610,2019,IN,IN,PRIVA,WASTE,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8825,2019,IN,IN,PIGS9,FURNI,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3078,2019,IN,IN,DISTR,COKEO,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3282,2019,IN,IN,ELEC1,BIOGA,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9959,2019,IN,IN,RAILW,BKBPE,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5499,2019,IN,IN,GASDI,REFIN,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,2019,IN,IN,AUXIL,SUGAR,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7883,2019,IN,IN,NATUR,RESEA,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4849,2019,IN,IN,FOOD3,ELEC2,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783,2019,IN,IN,BEVER,AUXIL,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6449,2019,IN,IN,LEAD1,PAPER,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4647,2019,IN,IN,FISH5,AUXIL,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7268,2019,IN,IN,MEDIC,COPP1,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
703,2019,IN,IN,BASIC,ELEC2,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5460,2019,IN,IN,GASDI,LUBRI,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9487,2019,IN,IN,PRIVA,BIODI,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12075,2019,IN,IN,TRAN2,AUXIL,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11297,2019,IN,IN,SEACO,RECRE,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5854,2019,IN,IN,HOTEL,BIOG1,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2936,2019,IN,IN,DAIRY,RESEA,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752,2019,IN,IN,CEREA,FISH5,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4821,2019,IN,IN,FOOD3,BIOGA,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4802,2019,IN,IN,FISHF,SUPPO,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6031,2019,IN,IN,INSUR,CHARC,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8775,2019,IN,IN,PFERT,REALE,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8527,2019,IN,IN,PAPER,ELEC2,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8572,2019,IN,IN,PAPER,NFERT,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13138,2019,IN,IN,WOOLS,NAPHT,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9545,2019,IN,IN,PRIVA,LEAD1,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1715,2019,IN,IN,CERAM,RADIO,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8191,2019,IN,IN,NONME,WOODW,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4899,2019,IN,IN,FOOD3,NONSP,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12163,2019,IN,IN,TRAN2,PETRO,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
878,2019,IN,IN,BIODI,MEDIC,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
